Type,text,text,obo id,doi,text,obo id,integer,integer,integer,obo id,float,float,float
1238,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35160,55241,0,UBERON:0003509,3600.15625,25.26979422,0.326626602
1237,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11965,54937,0,UBERON:0003509,684.40625,12.29837388,0.101639454
1236,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11077,54945,0,UBERON:0003509,661.71875,12.74754878,0.457837727
1235,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,41646,55034,0,UBERON:0003509,2013.0625,15.70429877,0.092824137
1234,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28950,54886,0,UBERON:0003509,503.09375,8.609587679,0.116149581
1233,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39287,54878,0,UBERON:0003509,466.5,10,0.125
1232,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,40738,54856,0,UBERON:0003509,567.9375,11.67261753,0.151445633
1231,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37617,54838,0,UBERON:0003509,631.90625,13,0.098058068
1230,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,40279,55088,0,UBERON:0003509,15969.46875,35.41274488,0.287456862
1229,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11909,54722,0,UBERON:0003509,674.40625,11.79247642,0.288350598
1228,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,7932,54715,0,UBERON:0003509,1283.375,19.30835311,0.168818189
1227,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,24269,54642,0,UBERON:0003509,1258.15625,17.17738339,0.124349611
1226,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11723,54816,0,UBERON:0003509,4227.21875,16.60195772,0.481870882
1225,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52488,54569,0,UBERON:0003509,2964.625,17.16464389,0.072824115
1224,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50366,54447,0,UBERON:0003509,920.90625,15.25819452,0.231713779
1223,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37888,54809,0,UBERON:0003509,11665.875,32.49711526,0.366770938
1222,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,14987,54068,0,UBERON:0003509,387.53125,8.265137627,0.270542135
1221,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29111,54037,0,UBERON:0003509,5382.34375,33.5,0.249079392
1220,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43016,53868,0,UBERON:0003509,620.90625,11.52443057,0.068599434
1219,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11774,53919,0,UBERON:0003509,1992.96875,10.12422837,0.445163713
1218,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,38306,53940,0,UBERON:0003509,6953.46875,29.8045718,0.419482616
1217,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32110,53721,0,UBERON:0003509,1360.34375,16.01756848,0.159169587
1216,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,6591,53701,0,UBERON:0003509,1023.6875,15.60648904,0.128151822
1215,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52934,53670,0,UBERON:0003509,1649.28125,14.71393897,0.0720854
1214,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,56560,53544,0,UBERON:0003509,649.03125,10.68000468,0.066208471
1213,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29769,53666,0,UBERON:0003509,8291.21875,43.01162634,0.423347343
1212,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30459,53641,0,UBERON:0003509,10508.46875,38.34872879,0.033241125
1211,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46448,53201,0,UBERON:0003509,488.625,10.59481005,0.14923711
1210,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25547,53459,0,UBERON:0003509,12478.5625,37.20970975,0.066511503
1209,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39749,53456,0,UBERON:0003509,34596.6875,54.67746336,0.221601736
1208,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42960,53448,0,UBERON:0003509,10438.96875,44.72485327,0.248287369
1207,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29717,53123,0,UBERON:0003509,1063.96875,15.10380747,0.046816459
1206,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,38834,53080,0,UBERON:0003509,491.5,9.058835466,0.117085709
1205,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42329,52867,0,UBERON:0003509,485.5,11.5,0.175266473
1204,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29365,52727,0,UBERON:0003509,655.65625,12.25765067,0.061186276
1203,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11696,52551,0,UBERON:0003509,137.8125,4.75,0.263157895
1202,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28925,52509,0,UBERON:0003509,680.5625,12.5,0.1
1201,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39393,52403,0,UBERON:0003509,2753,16.77982419,0.153392998
1200,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58271,52173,0,UBERON:0003509,418.84375,10.78482731,0.115903571
1199,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,15056,52041,0,UBERON:0003509,886.5,15.0187383,0.133166979
1198,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,51043,52322,0,UBERON:0003509,6991.65625,40.99771335,0.038566513
1197,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44820,51810,0,UBERON:0003509,241.6875,8.223442102,0.12160358
1196,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43663,51728,0,UBERON:0003509,1340.21875,17.32411614,0.136139429
1195,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28007,51663,0,UBERON:0003509,370.53125,8.25,0.218518259
1194,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58337,51586,0,UBERON:0003509,1001.1875,16.29800601,0.291446696
1193,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33302,51502,0,UBERON:0003509,533.59375,9.650129533,0.188601352
1192,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58451,51493,0,UBERON:0003509,550.34375,12.06492851,0.103606084
1191,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,17712,51568,0,UBERON:0003509,4320.90625,30.18484719,0.107669917
1190,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43863,51484,0,UBERON:0003509,594.4375,12.81112798,0.156114278
1189,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,18112,51409,0,UBERON:0003509,444.78125,10.29563014,0.184927319
1188,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43717,51409,0,UBERON:0003509,1029.96875,16.25192296,0.141822363
1187,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,36800,51337,0,UBERON:0003509,268.71875,8.162413859,0.068486725
1186,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,51178,51372,0,UBERON:0003509,1292.46875,16.68270062,0.074927917
1185,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,51201,51202,0,UBERON:0003509,550.5,11.65386202,0.10726058
1184,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48278,51196,0,UBERON:0003509,827.125,12.35161933,0.271551598
1183,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54813,51170,0,UBERON:0003509,721.71875,11.90850536,0.178134894
1182,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47179,51094,0,UBERON:0003509,408.59375,9.899494937,0.18210784
1181,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37624,51067,0,UBERON:0003509,253.34375,8.131727984,0.247864223
1180,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47207,50981,0,UBERON:0003509,346.125,9.450529086,0.158721272
1179,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11356,51037,0,UBERON:0003509,963,12.04159458,0.390070727
1178,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,16735,51242,0,UBERON:0003509,27518.25,47.17321804,0.269916535
1177,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,16871,50979,0,UBERON:0003509,962.65625,15.89024858,0.190101588
1176,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52065,50880,0,UBERON:0003509,309.3125,8.923284149,0.125294003
1175,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,16808,50808,0,UBERON:0003509,1433.375,18.78330376,0.160269923
1174,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57977,50701,0,UBERON:0003509,433.9375,9.013878189,0.2
1173,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,15659,50845,0,UBERON:0003509,9101.65625,46.65632326,0.420039798
1172,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11793,51122,0,UBERON:0003509,7001.40625,20.6911817,0.386826882
1171,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,49188,50615,0,UBERON:0003509,2389.1875,14.42437174,0.193775162
1170,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50905,50586,0,UBERON:0003509,2018.90625,13.23111862,0.174201908
1169,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,15173,50428,0,UBERON:0003509,983.78125,10.39831717,0.096169407
1168,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,17034,50424,0,UBERON:0003509,1104.34375,14.95200655,0.066880656
1167,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47653,50204,0,UBERON:0003509,1687.28125,18.95059366,0.260190832
1166,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48757,50143,0,UBERON:0003509,1647.5625,19.87775138,0.533739827
1165,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34402,50233,0,UBERON:0003509,10898.65625,51.13340395,0.412200974
1164,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48330,50056,0,UBERON:0003509,5850.9375,27.75,0.306438763
1163,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11735,49529,0,UBERON:0003509,13.09375,1,0.5
1162,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11311,49954,0,UBERON:0003509,12803.09375,38.2957243,0.30598825
1161,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58479,49454,0,UBERON:0003509,839.5625,12.65158093,0.182181668
1160,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47991,49690,0,UBERON:0003509,19459.71875,63.05751343,0.432944634
1159,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28905,49703,0,UBERON:0003509,8044.21875,21.86606961,0.293947663
1158,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35577,48980,0,UBERON:0003509,522.5,11.09617051,0.204020503
1157,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45005,48918,0,UBERON:0003509,438.3125,10.59481005,0.166852161
1156,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57588,48825,0,UBERON:0003509,1213.46875,10.78482731,0.309269302
1155,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32279,48713,0,UBERON:0003509,1606.34375,15.4616461,0.113183292
1154,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,53092,48943,0,UBERON:0003509,7721.84375,21.60005787,0.23860501
1153,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44559,48489,0,UBERON:0003509,296.78125,8.678277479,0.203700211
1152,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47855,48423,0,UBERON:0003509,514.3125,10.50297577,0.142816668
1151,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,13971,48368,0,UBERON:0003509,511.15625,11.3137085,0.09375
1150,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32306,48212,0,UBERON:0003509,98.03125,4,0.225346955
1149,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,54192,48133,0,UBERON:0003509,524.4375,12.00260388,0.062486441
1148,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,56947,48086,0,UBERON:0003509,288.78125,8.877640452,0.277350098
1147,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48020,48089,0,UBERON:0003509,462.96875,10.39831717,0.129472027
1146,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39658,48040,0,UBERON:0003509,2851.3125,22.05816175,0.068940044
1145,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52562,47871,0,UBERON:0003509,481.59375,11.31923142,0.266869841
1144,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,48542,47646,0,UBERON:0003509,309.59375,7.491662032,0.100111297
1143,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11029,47492,0,UBERON:0003509,948.625,12.06751839,0.454826289
1142,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,46515,47471,0,UBERON:0003509,1048.9375,12.98075499,0.196406893
1141,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,40344,47564,0,UBERON:0003509,8093.15625,36.00086805,0.125189734
1140,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35782,47192,0,UBERON:0003509,1428.75,14.0556928,0.191565257
1139,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,39956,47201,0,UBERON:0003509,3277.96875,22.65226258,0.101750812
1138,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31655,47093,0,UBERON:0003509,757.90625,12.63427877,0.115379595
